No,date,day of week,Lottery_result
2545,2009/3/4,Wednesday,660
2546,2009/3/5,Thursday,11
2547,2009/3/6,Friday,992
2548,2009/3/9,Monday,779
2549,2009/3/10,Tuesday,481
2550,2009/3/11,Wednesday,814
2551,2009/3/12,Thursday,571
2552,2009/3/13,Friday,195
2553,2009/3/16,Monday,404
2554,2009/3/17,Tuesday,828
2555,2009/3/18,Wednesday,118
2556,2009/3/19,Thursday,586
2557,2009/3/20,Friday,50
2558,2009/3/23,Monday,611
2559,2009/3/24,Tuesday,445
2560,2009/3/25,Wednesday,753
2561,2009/3/26,Thursday,667
2562,2009/3/27,Friday,117
2563,2009/3/30,Monday,413
2564,2009/3/31,Tuesday,566
2565,2009/4/1,Wednesday,597
2566,2009/4/2,Thursday,308
2567,2009/4/3,Friday,477
2568,2009/4/6,Monday,890
2569,2009/4/7,Tuesday,283
2570,2009/4/8,Wednesday,472
2571,2009/4/9,Thursday,169
2572,2009/4/10,Friday,400
2573,2009/4/13,Monday,910
2574,2009/4/14,Tuesday,396
2575,2009/4/15,Wednesday,401
2576,2009/4/16,Thursday,870
2577,2009/4/17,Friday,925
2578,2009/4/20,Monday,125
2579,2009/4/21,Tuesday,397
2580,2009/4/22,Wednesday,315
2581,2009/4/23,Thursday,916
2582,2009/4/24,Friday,179
2583,2009/4/27,Monday,938
2584,2009/4/28,Tuesday,263
2585,2009/4/29,Wednesday,943
2586,2009/4/30,Thursday,124
2587,2009/5/1,Friday,775
2588,2009/5/4,Monday,714
2589,2009/5/5,Tuesday,967
2590,2009/5/6,Wednesday,401
2591,2009/5/7,Thursday,972
2592,2009/5/8,Friday,183
2593,2009/5/11,Monday,637
2594,2009/5/12,Tuesday,713
2595,2009/5/13,Wednesday,117
2596,2009/5/14,Thursday,769
2597,2009/5/15,Friday,948
2598,2009/5/18,Monday,854
2599,2009/5/19,Tuesday,23
2600,2009/5/20,Wednesday,748
2601,2009/5/21,Thursday,125
2602,2009/5/22,Friday,87
2603,2009/5/25,Monday,869
2604,2009/5/26,Tuesday,870
2605,2009/5/27,Wednesday,412
2606,2009/5/28,Thursday,114
2607,2009/5/29,Friday,227
2608,2009/6/1,Monday,108
2609,2009/6/2,Tuesday,679
2610,2009/6/3,Wednesday,643
2611,2009/6/4,Thursday,109
2612,2009/6/5,Friday,617
2613,2009/6/8,Monday,831
2614,2009/6/9,Tuesday,668
2615,2009/6/10,Wednesday,207
2616,2009/6/11,Thursday,47
2617,2009/6/12,Friday,569
2618,2009/6/15,Monday,759
2619,2009/6/16,Tuesday,613
2620,2009/6/17,Wednesday,275
2621,2009/6/18,Thursday,308
2622,2009/6/19,Friday,354
2623,2009/6/22,Monday,619
2624,2009/6/23,Tuesday,875
2625,2009/6/24,Wednesday,996
2626,2009/6/25,Thursday,406
2627,2009/6/26,Friday,524
2628,2009/6/29,Monday,209
2629,2009/6/30,Tuesday,536
2630,2009/7/1,Wednesday,934
2631,2009/7/2,Thursday,66
2632,2009/7/3,Friday,175
2633,2009/7/6,Monday,814
2634,2009/7/7,Tuesday,548
2635,2009/7/8,Wednesday,974
2636,2009/7/9,Thursday,819
2637,2009/7/10,Friday,818
2638,2009/7/13,Monday,658
2639,2009/7/14,Tuesday,466
2640,2009/7/15,Wednesday,183
2641,2009/7/16,Thursday,781
2642,2009/7/17,Friday,613
2643,2009/7/20,Monday,381
2644,2009/7/21,Tuesday,605
2645,2009/7/22,Wednesday,923
2646,2009/7/23,Thursday,422
2647,2009/7/24,Friday,891
2648,2009/7/27,Monday,89
2649,2009/7/28,Tuesday,195
2650,2009/7/29,Wednesday,166
2651,2009/7/30,Thursday,222
2652,2009/7/31,Friday,236
2653,2009/8/3,Monday,70
2654,2009/8/4,Tuesday,156
2655,2009/8/5,Wednesday,809
2656,2009/8/6,Thursday,196
2657,2009/8/7,Friday,395
2658,2009/8/10,Monday,878
2659,2009/8/11,Tuesday,992
2660,2009/8/12,Wednesday,711
2661,2009/8/13,Thursday,733
2662,2009/8/14,Friday,40
2663,2009/8/17,Monday,259
2664,2009/8/18,Tuesday,382
2665,2009/8/19,Wednesday,248
2666,2009/8/20,Thursday,271
2667,2009/8/21,Friday,376
2668,2009/8/24,Monday,436
2669,2009/8/25,Tuesday,420
2670,2009/8/26,Wednesday,824
2671,2009/8/27,Thursday,434
2672,2009/8/28,Friday,565
2673,2009/8/31,Monday,935
2674,2009/9/1,Tuesday,298
2675,2009/9/2,Wednesday,130
2676,2009/9/3,Thursday,805
2677,2009/9/4,Friday,507
2678,2009/9/7,Monday,129
2679,2009/9/8,Tuesday,833
2680,2009/9/9,Wednesday,760
2681,2009/9/10,Thursday,469
2682,2009/9/11,Friday,977
2683,2009/9/14,Monday,584
2684,2009/9/15,Tuesday,336
2685,2009/9/16,Wednesday,624
2686,2009/9/17,Thursday,834
2687,2009/9/18,Friday,32
2688,2009/9/21,Monday,799
2689,2009/9/22,Tuesday,728
2690,2009/9/23,Wednesday,565
2691,2009/9/24,Thursday,446
2692,2009/9/25,Friday,225
2693,2009/9/28,Monday,545
2694,2009/9/29,Tuesday,76
2695,2009/9/30,Wednesday,368
2696,2009/10/1,Thursday,341
2697,2009/10/2,Friday,684
2698,2009/10/5,Monday,853
2699,2009/10/6,Tuesday,943
2700,2009/10/7,Wednesday,280
2701,2009/10/8,Thursday,493
2702,2009/10/9,Friday,145
2703,2009/10/12,Monday,721
2704,2009/10/13,Tuesday,71
2705,2009/10/14,Wednesday,767
2706,2009/10/15,Thursday,951
2707,2009/10/16,Friday,153
2708,2009/10/19,Monday,113
2709,2009/10/20,Tuesday,493
2710,2009/10/21,Wednesday,295
2711,2009/10/22,Thursday,132
2712,2009/10/23,Friday,659
2713,2009/10/26,Monday,572
2714,2009/10/27,Tuesday,911
2715,2009/10/28,Wednesday,709
2716,2009/10/29,Thursday,837
2717,2009/10/30,Friday,803
2718,2009/11/2,Monday,24
2719,2009/11/3,Tuesday,505
2720,2009/11/4,Wednesday,747
2721,2009/11/5,Thursday,414
2722,2009/11/6,Friday,578
2723,2009/11/9,Monday,611
2724,2009/11/10,Tuesday,309
2725,2009/11/11,Wednesday,286
2726,2009/11/12,Thursday,977
2727,2009/11/13,Friday,864
2728,2009/11/16,Monday,141
2729,2009/11/17,Tuesday,790
2730,2009/11/18,Wednesday,184
2731,2009/11/19,Thursday,204
2732,2009/11/20,Friday,967
2733,2009/11/23,Monday,887
2734,2009/11/24,Tuesday,702
2735,2009/11/25,Wednesday,660
2736,2009/11/26,Thursday,973
2737,2009/11/27,Friday,342
2738,2009/11/30,Monday,676
2739,2009/12/1,Tuesday,502
2740,2009/12/2,Wednesday,875
2741,2009/12/3,Thursday,640
2742,2009/12/4,Friday,606
2743,2009/12/7,Monday,26
2744,2009/12/8,Tuesday,50
2745,2009/12/9,Wednesday,385
2746,2009/12/10,Thursday,967
2747,2009/12/11,Friday,941
2748,2009/12/14,Monday,476
2749,2009/12/15,Tuesday,437
2750,2009/12/16,Wednesday,336
2751,2009/12/17,Thursday,200
2752,2009/12/18,Friday,589
2753,2009/12/21,Monday,891
2754,2009/12/22,Tuesday,551
2755,2009/12/23,Wednesday,198
2756,2009/12/24,Thursday,237
2757,2009/12/25,Friday,756
2758,2009/12/28,Monday,355
2759,2009/12/29,Tuesday,812
2760,2009/12/30,Wednesday,552
2761,2010/1/4,Monday,232
2762,2010/1/5,Tuesday,619
2763,2010/1/6,Wednesday,112
2764,2010/1/7,Thursday,845
2765,2010/1/8,Friday,523
2766,2010/1/11,Monday,32
2767,2010/1/12,Tuesday,850
2768,2010/1/13,Wednesday,999
2769,2010/1/14,Thursday,900
2770,2010/1/15,Friday,271
2771,2010/1/18,Monday,35
2772,2010/1/19,Tuesday,579
2773,2010/1/20,Wednesday,919
2774,2010/1/21,Thursday,236
2775,2010/1/22,Friday,258
2776,2010/1/25,Monday,29
2777,2010/1/26,Tuesday,452
2778,2010/1/27,Wednesday,227
2779,2010/1/28,Thursday,422
2780,2010/1/29,Friday,562
2781,2010/2/1,Monday,351
2782,2010/2/2,Tuesday,252
2783,2010/2/3,Wednesday,677
2784,2010/2/4,Thursday,829
2785,2010/2/5,Friday,932
2786,2010/2/8,Monday,747
2787,2010/2/9,Tuesday,350
2788,2010/2/10,Wednesday,295
2789,2010/2/11,Thursday,726
2790,2010/2/12,Friday,959
2791,2010/2/15,Monday,768
2792,2010/2/16,Tuesday,135
2793,2010/2/17,Wednesday,71
2794,2010/2/18,Thursday,232
2795,2010/2/19,Friday,650
2796,2010/2/22,Monday,738
2797,2010/2/23,Tuesday,63
2798,2010/2/24,Wednesday,179
2799,2010/2/25,Thursday,389
2800,2010/2/26,Friday,122
2801,2010/3/1,Monday,963
2802,2010/3/2,Tuesday,856
2803,2010/3/3,Wednesday,581
2804,2010/3/4,Thursday,334
2805,2010/3/5,Friday,66
2806,2010/3/8,Monday,117
2807,2010/3/9,Tuesday,640
2808,2010/3/10,Wednesday,848
2809,2010/3/11,Thursday,484
2810,2010/3/12,Friday,527
2811,2010/3/15,Monday,157
2812,2010/3/16,Tuesday,443
2813,2010/3/17,Wednesday,714
2814,2010/3/18,Thursday,921
2815,2010/3/19,Friday,810
2816,2010/3/22,Monday,507
2817,2010/3/23,Tuesday,999
2818,2010/3/24,Wednesday,986
2819,2010/3/25,Thursday,229
2820,2010/3/26,Friday,860
2821,2010/3/29,Monday,659
2822,2010/3/30,Tuesday,463
2823,2010/3/31,Wednesday,698
2824,2010/4/1,Thursday,862
2825,2010/4/2,Friday,848
2826,2010/4/5,Monday,258
2827,2010/4/6,Tuesday,638
2828,2010/4/7,Wednesday,448
2829,2010/4/8,Thursday,643
2830,2010/4/9,Friday,629
2831,2010/4/12,Monday,696
2832,2010/4/13,Tuesday,354
2833,2010/4/14,Wednesday,618
2834,2010/4/15,Thursday,815
2835,2010/4/16,Friday,558
2836,2010/4/19,Monday,420
2837,2010/4/20,Tuesday,265
2838,2010/4/21,Wednesday,304
2839,2010/4/22,Thursday,928
2840,2010/4/23,Friday,142
2841,2010/4/26,Monday,954
2842,2010/4/27,Tuesday,368
2843,2010/4/28,Wednesday,802
2844,2010/4/29,Thursday,371
2845,2010/4/30,Friday,108
2846,2010/5/3,Monday,802
2847,2010/5/4,Tuesday,916
2848,2010/5/5,Wednesday,948
2849,2010/5/6,Thursday,41
2850,2010/5/7,Friday,752
2851,2010/5/10,Monday,227
2852,2010/5/11,Tuesday,162
2853,2010/5/12,Wednesday,93
2854,2010/5/13,Thursday,949
2855,2010/5/14,Friday,428
2856,2010/5/17,Monday,427
2857,2010/5/18,Tuesday,832
2858,2010/5/19,Wednesday,514
2859,2010/5/20,Thursday,919
2860,2010/5/21,Friday,803
2861,2010/5/24,Monday,17
2862,2010/5/25,Tuesday,786
2863,2010/5/26,Wednesday,417
2864,2010/5/27,Thursday,169
2865,2010/5/28,Friday,589
2866,2010/5/31,Monday,182
2867,2010/6/1,Tuesday,727
2868,2010/6/2,Wednesday,520
2869,2010/6/3,Thursday,567
2870,2010/6/4,Friday,951
2871,2010/6/7,Monday,895
2872,2010/6/8,Tuesday,882
2873,2010/6/9,Wednesday,998
2874,2010/6/10,Thursday,328
2875,2010/6/11,Friday,239
2876,2010/6/14,Monday,999
2877,2010/6/15,Tuesday,313
2878,2010/6/16,Wednesday,168
2879,2010/6/17,Thursday,30
2880,2010/6/18,Friday,27
2881,2010/6/21,Monday,606
2882,2010/6/22,Tuesday,549
2883,2010/6/23,Wednesday,91
2884,2010/6/24,Thursday,554
2885,2010/6/25,Friday,89
2886,2010/6/28,Monday,505
2887,2010/6/29,Tuesday,554
2888,2010/6/30,Wednesday,497
2889,2010/7/1,Thursday,104
2890,2010/7/2,Friday,23
2891,2010/7/5,Monday,458
2892,2010/7/6,Tuesday,274
2893,2010/7/7,Wednesday,458
2894,2010/7/8,Thursday,824
2895,2010/7/9,Friday,287
2896,2010/7/12,Monday,867
2897,2010/7/13,Tuesday,105
2898,2010/7/14,Wednesday,890
2899,2010/7/15,Thursday,731
2900,2010/7/16,Friday,395
2901,2010/7/19,Monday,523
2902,2010/7/20,Tuesday,883
2903,2010/7/21,Wednesday,548
2904,2010/7/22,Thursday,223
2905,2010/7/23,Friday,551
2906,2010/7/26,Monday,396
2907,2010/7/27,Tuesday,216
2908,2010/7/28,Wednesday,793
2909,2010/7/29,Thursday,827
2910,2010/7/30,Friday,990
2911,2010/8/2,Monday,539
2912,2010/8/3,Tuesday,14
2913,2010/8/4,Wednesday,828
2914,2010/8/5,Thursday,673
2915,2010/8/6,Friday,11
2916,2010/8/9,Monday,76
2917,2010/8/10,Tuesday,403
2918,2010/8/11,Wednesday,54
2919,2010/8/12,Thursday,607
2920,2010/8/13,Friday,424
2921,2010/8/16,Monday,232
2922,2010/8/17,Tuesday,193
2923,2010/8/18,Wednesday,931
2924,2010/8/19,Thursday,633
2925,2010/8/20,Friday,92
2926,2010/8/23,Monday,530
2927,2010/8/24,Tuesday,553
2928,2010/8/25,Wednesday,371
2929,2010/8/26,Thursday,199
2930,2010/8/27,Friday,54
2931,2010/8/30,Monday,296
2932,2010/8/31,Tuesday,551
2933,2010/9/1,Wednesday,698
2934,2010/9/2,Thursday,496
2935,2010/9/3,Friday,685
2936,2010/9/6,Monday,7
2937,2010/9/7,Tuesday,736
2938,2010/9/8,Wednesday,257
2939,2010/9/9,Thursday,119
2940,2010/9/10,Friday,221
2941,2010/9/13,Monday,393
2942,2010/9/14,Tuesday,257
2943,2010/9/15,Wednesday,884
2944,2010/9/16,Thursday,442
2945,2010/9/17,Friday,961
2946,2010/9/20,Monday,475
2947,2010/9/21,Tuesday,155
2948,2010/9/22,Wednesday,376
2949,2010/9/23,Thursday,663
2950,2010/9/24,Friday,619
2951,2010/9/27,Monday,188
2952,2010/9/28,Tuesday,72
2953,2010/9/29,Wednesday,214
2954,2010/9/30,Thursday,618
2955,2010/10/1,Friday,433
2956,2010/10/4,Monday,496
2957,2010/10/5,Tuesday,196
2958,2010/10/6,Wednesday,296
2959,2010/10/7,Thursday,581
2960,2010/10/8,Friday,936
2961,2010/10/11,Monday,870
2962,2010/10/12,Tuesday,915
2963,2010/10/13,Wednesday,851
2964,2010/10/14,Thursday,722
2965,2010/10/15,Friday,368
2966,2010/10/18,Monday,680
2967,2010/10/19,Tuesday,435
2968,2010/10/20,Wednesday,611
2969,2010/10/21,Thursday,704
2970,2010/10/22,Friday,932
2971,2010/10/25,Monday,228
2972,2010/10/26,Tuesday,207
2973,2010/10/27,Wednesday,227
2974,2010/10/28,Thursday,666
2975,2010/10/29,Friday,254
2976,2010/11/1,Monday,204
2977,2010/11/2,Tuesday,880
2978,2010/11/3,Wednesday,895
2979,2010/11/4,Thursday,624
2980,2010/11/5,Friday,676
2981,2010/11/8,Monday,742
2982,2010/11/9,Tuesday,503
2983,2010/11/10,Wednesday,279
2984,2010/11/11,Thursday,692
2985,2010/11/12,Friday,719
2986,2010/11/15,Monday,656
2987,2010/11/16,Tuesday,139
2988,2010/11/17,Wednesday,703
2989,2010/11/18,Thursday,697
2990,2010/11/19,Friday,345
2991,2010/11/22,Monday,272
2992,2010/11/23,Tuesday,153
2993,2010/11/24,Wednesday,448
2994,2010/11/25,Thursday,731
2995,2010/11/26,Friday,897
2996,2010/11/29,Monday,920
2997,2010/11/30,Tuesday,852
2998,2010/12/1,Wednesday,355
2999,2010/12/2,Thursday,551
3000,2010/12/3,Friday,206
3001,2010/12/6,Monday,971
3002,2010/12/7,Tuesday,947
3003,2010/12/8,Wednesday,583
3004,2010/12/9,Thursday,74
3005,2010/12/10,Friday,943
3006,2010/12/13,Monday,180
3007,2010/12/14,Tuesday,435
3008,2010/12/15,Wednesday,393
3009,2010/12/16,Thursday,665
3010,2010/12/17,Friday,69
3011,2010/12/20,Monday,810
3012,2010/12/21,Tuesday,554
3013,2010/12/22,Wednesday,819
3014,2010/12/23,Thursday,16
3015,2010/12/24,Friday,157
3016,2010/12/27,Monday,384
3017,2010/12/28,Tuesday,176
3018,2010/12/29,Wednesday,749
3019,2010/12/30,Thursday,349
3020,2011/1/4,Tuesday,534
3021,2011/1/5,Wednesday,692
3022,2011/1/6,Thursday,880
3023,2011/1/7,Friday,775
3024,2011/1/10,Monday,975
3025,2011/1/11,Tuesday,757
3026,2011/1/12,Wednesday,282
3027,2011/1/13,Thursday,798
3028,2011/1/14,Friday,449
3029,2011/1/17,Monday,525
3030,2011/1/18,Tuesday,691
3031,2011/1/19,Wednesday,424
3032,2011/1/20,Thursday,353
3033,2011/1/21,Friday,923
3034,2011/1/24,Monday,193
3035,2011/1/25,Tuesday,269
3036,2011/1/26,Wednesday,99
3037,2011/1/27,Thursday,479
3038,2011/1/28,Friday,222
3039,2011/1/31,Monday,819
3040,2011/2/1,Tuesday,110
3041,2011/2/2,Wednesday,594
3042,2011/2/3,Thursday,327
3043,2011/2/4,Friday,761
3044,2011/2/7,Monday,628
3045,2011/2/8,Tuesday,166
3046,2011/2/9,Wednesday,576
3047,2011/2/10,Thursday,841
3048,2011/2/11,Friday,946
3049,2011/2/14,Monday,457
3050,2011/2/15,Tuesday,47
3051,2011/2/16,Wednesday,205
3052,2011/2/17,Thursday,263
3053,2011/2/18,Friday,80
3054,2011/2/21,Monday,8
3055,2011/2/22,Tuesday,402
3056,2011/2/23,Wednesday,374
3057,2011/2/24,Thursday,4
3058,2011/2/25,Friday,475
3059,2011/2/28,Monday,345
3060,2011/3/1,Tuesday,82
3061,2011/3/2,Wednesday,331
3062,2011/3/3,Thursday,806
3063,2011/3/4,Friday,545
3064,2011/3/7,Monday,976
3065,2011/3/8,Tuesday,152
3066,2011/3/9,Wednesday,215
3067,2011/3/10,Thursday,724
3068,2011/3/11,Friday,437
3069,2011/3/14,Monday,635
3070,2011/3/15,Tuesday,746
3071,2011/3/16,Wednesday,402
3072,2011/3/17,Thursday,557
3073,2011/3/18,Friday,95
3074,2011/3/21,Monday,138
3075,2011/3/22,Tuesday,318
3076,2011/3/23,Wednesday,261
3077,2011/3/24,Thursday,704
3078,2011/3/25,Friday,298
3079,2011/3/28,Monday,335
3080,2011/3/29,Tuesday,680
3081,2011/3/30,Wednesday,352
3082,2011/3/31,Thursday,225
3083,2011/4/1,Friday,929
3084,2011/4/4,Monday,643
3085,2011/4/5,Tuesday,303
3086,2011/4/6,Wednesday,763
3087,2011/4/7,Thursday,360
3088,2011/4/8,Friday,61
3089,2011/4/11,Monday,495
3090,2011/4/12,Tuesday,657
3091,2011/4/13,Wednesday,200
3092,2011/4/14,Thursday,963
3093,2011/4/15,Friday,788
3094,2011/4/18,Monday,504
3095,2011/4/19,Tuesday,150
3096,2011/4/20,Wednesday,929
3097,2011/4/21,Thursday,339
3098,2011/4/22,Friday,509
3099,2011/4/25,Monday,657
3100,2011/4/26,Tuesday,92
3101,2011/4/27,Wednesday,66
3102,2011/4/28,Thursday,24
3103,2011/4/29,Friday,355
3104,2011/5/2,Monday,606
3105,2011/5/3,Tuesday,192
3106,2011/5/4,Wednesday,807
3107,2011/5/5,Thursday,586
3108,2011/5/6,Friday,500
3109,2011/5/9,Monday,869
3110,2011/5/10,Tuesday,447
3111,2011/5/11,Wednesday,671
3112,2011/5/12,Thursday,514
3113,2011/5/13,Friday,574
3114,2011/5/16,Monday,705
3115,2011/5/17,Tuesday,310
3116,2011/5/18,Wednesday,74
3117,2011/5/19,Thursday,674
3118,2011/5/20,Friday,966
3119,2011/5/23,Monday,995
3120,2011/5/24,Tuesday,362
3121,2011/5/25,Wednesday,655
3122,2011/5/26,Thursday,199
3123,2011/5/27,Friday,359
3124,2011/5/30,Monday,91
3125,2011/5/31,Tuesday,253
3126,2011/6/1,Wednesday,82
3127,2011/6/2,Thursday,168
3128,2011/6/3,Friday,719
3129,2011/6/6,Monday,580
3130,2011/6/7,Tuesday,998
3131,2011/6/8,Wednesday,910
3132,2011/6/9,Thursday,600
3133,2011/6/10,Friday,922
3134,2011/6/13,Monday,201
3135,2011/6/14,Tuesday,655
3136,2011/6/15,Wednesday,944
3137,2011/6/16,Thursday,397
3138,2011/6/17,Friday,5
3139,2011/6/20,Monday,714
3140,2011/6/21,Tuesday,643
3141,2011/6/22,Wednesday,324
3142,2011/6/23,Thursday,845
3143,2011/6/24,Friday,997
3144,2011/6/27,Monday,674
3145,2011/6/28,Tuesday,734
3146,2011/6/29,Wednesday,210
3147,2011/6/30,Thursday,825
3148,2011/7/1,Friday,872
3149,2011/7/4,Monday,140
3150,2011/7/5,Tuesday,833
3151,2011/7/6,Wednesday,408
3152,2011/7/7,Thursday,594
3153,2011/7/8,Friday,827
3154,2011/7/11,Monday,161
3155,2011/7/12,Tuesday,747
3156,2011/7/13,Wednesday,366
3157,2011/7/14,Thursday,973
3158,2011/7/15,Friday,291
3159,2011/7/18,Monday,988
3160,2011/7/19,Tuesday,194
3161,2011/7/20,Wednesday,319
3162,2011/7/21,Thursday,534
3163,2011/7/22,Friday,571
3164,2011/7/25,Monday,420
3165,2011/7/26,Tuesday,954
3166,2011/7/27,Wednesday,706
3167,2011/7/28,Thursday,759
3168,2011/7/29,Friday,622
3169,2011/8/1,Monday,983
3170,2011/8/2,Tuesday,6
3171,2011/8/3,Wednesday,981
3172,2011/8/4,Thursday,815
3173,2011/8/5,Friday,811
3174,2011/8/8,Monday,449
3175,2011/8/9,Tuesday,676
3176,2011/8/10,Wednesday,662
3177,2011/8/11,Thursday,376
3178,2011/8/12,Friday,767
3179,2011/8/15,Monday,391
3180,2011/8/16,Tuesday,293
3181,2011/8/17,Wednesday,220
3182,2011/8/18,Thursday,393
3183,2011/8/19,Friday,508
3184,2011/8/22,Monday,142
3185,2011/8/23,Tuesday,183
3186,2011/8/24,Wednesday,863
3187,2011/8/25,Thursday,267
3188,2011/8/26,Friday,703
3189,2011/8/29,Monday,922
3190,2011/8/30,Tuesday,891
3191,2011/8/31,Wednesday,725
3192,2011/9/1,Thursday,469
3193,2011/9/2,Friday,674
3194,2011/9/5,Monday,262
3195,2011/9/6,Tuesday,464
3196,2011/9/7,Wednesday,854
3197,2011/9/8,Thursday,401
3198,2011/9/9,Friday,7
3199,2011/9/12,Monday,425
3200,2011/9/13,Tuesday,705
3201,2011/9/14,Wednesday,286
3202,2011/9/15,Thursday,606
3203,2011/9/16,Friday,966
3204,2011/9/19,Monday,203
3205,2011/9/20,Tuesday,316
3206,2011/9/21,Wednesday,874
3207,2011/9/22,Thursday,251
3208,2011/9/23,Friday,703
3209,2011/9/26,Monday,180
3210,2011/9/27,Tuesday,679
3211,2011/9/28,Wednesday,232
3212,2011/9/29,Thursday,404
3213,2011/9/30,Friday,978
3214,2011/10/3,Monday,418
3215,2011/10/4,Tuesday,854
3216,2011/10/5,Wednesday,256
3217,2011/10/6,Thursday,47
3218,2011/10/7,Friday,208
3219,2011/10/10,Monday,393
3220,2011/10/11,Tuesday,644
3221,2011/10/12,Wednesday,353
3222,2011/10/13,Thursday,589
3223,2011/10/14,Friday,680
3224,2011/10/17,Monday,957
3225,2011/10/18,Tuesday,82
3226,2011/10/19,Wednesday,237
3227,2011/10/20,Thursday,87
3228,2011/10/21,Friday,859
3229,2011/10/24,Monday,369
3230,2011/10/25,Tuesday,760
3231,2011/10/26,Wednesday,877
3232,2011/10/27,Thursday,856
3233,2011/10/28,Friday,677
3234,2011/10/31,Monday,488
3235,2011/11/1,Tuesday,740
3236,2011/11/2,Wednesday,569
3237,2011/11/3,Thursday,750
3238,2011/11/4,Friday,218
3239,2011/11/7,Monday,770
3240,2011/11/8,Tuesday,711
3241,2011/11/9,Wednesday,252
3242,2011/11/10,Thursday,901
3243,2011/11/11,Friday,798
3244,2011/11/14,Monday,124
3245,2011/11/15,Tuesday,103
3246,2011/11/16,Wednesday,213
3247,2011/11/17,Thursday,660
3248,2011/11/18,Friday,875
3249,2011/11/21,Monday,984
3250,2011/11/22,Tuesday,835
3251,2011/11/23,Wednesday,347
3252,2011/11/24,Thursday,642
3253,2011/11/25,Friday,90
3254,2011/11/28,Monday,180
3255,2011/11/29,Tuesday,861
3256,2011/11/30,Wednesday,267
3257,2011/12/1,Thursday,300
3258,2011/12/2,Friday,883
3259,2011/12/5,Monday,48
3260,2011/12/6,Tuesday,603
3261,2011/12/7,Wednesday,318
3262,2011/12/8,Thursday,174
3263,2011/12/9,Friday,166
3264,2011/12/12,Monday,188
3265,2011/12/13,Tuesday,317
3266,2011/12/14,Wednesday,29
3267,2011/12/15,Thursday,409
3268,2011/12/16,Friday,591
3269,2011/12/19,Monday,526
3270,2011/12/20,Tuesday,853
3271,2011/12/21,Wednesday,198
3272,2011/12/22,Thursday,45
3273,2011/12/23,Friday,427
3274,2011/12/26,Monday,29
3275,2011/12/27,Tuesday,941
3276,2011/12/28,Wednesday,228
3277,2011/12/29,Thursday,389
3278,2011/12/30,Friday,786
3279,2012/1/4,Wednesday,416
3280,2012/1/5,Thursday,447
3281,2012/1/6,Friday,458
3282,2012/1/9,Monday,965
3283,2012/1/10,Tuesday,813
3284,2012/1/11,Wednesday,861
3285,2012/1/12,Thursday,552
3286,2012/1/13,Friday,910
3287,2012/1/16,Monday,674
3288,2012/1/17,Tuesday,398
3289,2012/1/18,Wednesday,93
3290,2012/1/19,Thursday,251
3291,2012/1/20,Friday,556
3292,2012/1/23,Monday,707
3293,2012/1/24,Tuesday,478
3294,2012/1/25,Wednesday,17
3295,2012/1/26,Thursday,233
3296,2012/1/27,Friday,79
3297,2012/1/30,Monday,181
3298,2012/1/31,Tuesday,718
3299,2012/2/1,Wednesday,76
3300,2012/2/2,Thursday,782
3301,2011/4/27,Wednesday,66
3302,2011/4/28,Thursday,24
3303,2011/4/29,Friday,355
3304,2011/5/2,Monday,606
3305,2011/5/3,Tuesday,192
3306,2011/5/4,Wednesday,807
3307,2011/5/5,Thursday,586
3308,2011/5/6,Friday,500
3309,2011/5/9,Monday,869
3310,2011/5/10,Tuesday,447
3311,2011/5/11,Wednesday,671
3312,2011/5/12,Thursday,514
3313,2011/5/13,Friday,574
3314,2011/5/16,Monday,705
3315,2011/5/17,Tuesday,310
3316,2011/5/18,Wednesday,74
3317,2011/5/19,Thursday,674
3318,2011/5/20,Friday,966
3319,2011/5/23,Monday,995
3320,2011/5/24,Tuesday,362
3321,2012/3/2,Friday,7
3322,2012/3/5,Monday,976
3323,2012/3/6,Tuesday,833
3324,2012/3/7,Wednesday,17
3325,2012/3/8,Thursday,940
3326,2012/3/9,Friday,422
3327,2012/3/12,Monday,771
3328,2012/3/13,Tuesday,300
3329,2012/3/14,Wednesday,906
3330,2012/3/15,Thursday,552
3331,2012/3/16,Friday,136
3332,2012/3/19,Monday,160
3333,2012/3/20,Tuesday,800
3334,2012/3/21,Wednesday,241
3335,2012/3/22,Thursday,158
3336,2012/3/23,Friday,228
3337,2012/3/26,Monday,226
3338,2012/3/27,Tuesday,599
3339,2012/3/28,Wednesday,124
3340,2012/3/29,Thursday,594
3341,2012/3/30,Friday,627
3342,2012/4/2,Monday,860
3343,2012/4/3,Tuesday,766
3344,2012/4/4,Wednesday,575
3345,2012/4/5,Thursday,895
3346,2012/4/6,Friday,952
3347,2012/4/9,Monday,790
3348,2012/4/10,Tuesday,284
3349,2012/4/11,Wednesday,175
3350,2012/4/12,Thursday,916
3351,2012/4/13,Friday,98
3352,2012/4/16,Monday,789
3353,2012/4/17,Tuesday,667
3354,2012/4/18,Wednesday,105
3355,2012/4/19,Thursday,278
3356,2012/4/20,Friday,420
3357,2012/4/23,Monday,451
3358,2012/4/24,Tuesday,378
3359,2012/4/25,Wednesday,994
3360,2012/4/26,Thursday,322
3361,2012/4/27,Friday,564
3362,2012/4/30,Monday,448
3363,2012/5/1,Tuesday,905
3364,2012/5/2,Wednesday,138
3365,2012/5/3,Thursday,64
3366,2012/5/4,Friday,409
