No,date,day of week,Lottery_result
5833,2021/11/26,Friday,931
5834,2021/11/29,Monday,935
5835,2021/11/30,Tuesday,840
5836,2021/12/1,Wednesday,126
5837,2021/12/2,Thursday,398
5838,2021/12/3,Friday,856
5839,2021/12/6,Monday,75
5840,2021/12/7,Tuesday,871
5841,2021/12/8,Wednesday,570
5842,2021/12/9,Thursday,398
5843,2021/12/10,Friday,540
5844,2021/12/13,Monday,418
5845,2021/12/14,Tuesday,702
5846,2021/12/15,Wednesday,728
5847,2021/12/16,Thursday,74
5848,2021/12/17,Friday,50
5849,2021/12/20,Monday,245
5850,2021/12/21,Tuesday,858
5851,2021/12/22,Wednesday,365
5852,2021/12/23,Thursday,486
5853,2021/12/24,Friday,69
5854,2021/12/27,Monday,692
5855,2021/12/28,Tuesday,553
5856,2021/12/29,Wednesday,737
5857,2021/12/30,Thursday,131
5858,2022/1/4,Tuesday,394
5859,2022/1/5,Wednesday,917
5860,2022/1/6,Thursday,201
5861,2022/1/7,Friday,698
5862,2022/1/10,Monday,758
5863,2022/1/11,Tuesday,906
5864,2022/1/12,Wednesday,372
5865,2022/1/13,Thursday,387
5866,2022/1/14,Friday,946
5867,2022/1/17,Monday,529
5868,2022/1/18,Tuesday,118
5869,2022/1/19,Wednesday,330
5870,2022/1/20,Thursday,739
5871,2022/1/21,Friday,597
5872,2022/1/24,Monday,207
5873,2022/1/25,Tuesday,607
5874,2022/1/26,Wednesday,988
5875,2022/1/27,Thursday,995
5876,2022/1/28,Friday,355
5877,2022/1/31,Monday,125
5878,2022/2/1,Tuesday,372
5879,2022/2/2,Wednesday,160
5880,2022/2/3,Thursday,839
5881,2022/2/4,Friday,94
5882,2022/2/7,Monday,138
5883,2022/2/8,Tuesday,355
5884,2022/2/9,Wednesday,8
5885,2022/2/10,Thursday,577
5886,2022/2/11,Friday,888
5887,2022/2/14,Monday,973
5888,2022/2/15,Tuesday,280
5889,2022/2/16,Wednesday,494
5890,2022/2/17,Thursday,719
5891,2022/2/18,Friday,98
5892,2022/2/21,Monday,991
5893,2022/2/22,Tuesday,481
5894,2022/2/23,Wednesday,520
5895,2022/2/24,Thursday,811
5896,2022/2/25,Friday,951
5897,2022/2/28,Monday,358
5898,2022/3/1,Tuesday,463
5899,2022/3/2,Wednesday,735
5900,2022/3/3,Thursday,907
5901,2022/3/4,Friday,432
5902,2022/3/7,Monday,493
5903,2022/3/8,Tuesday,348
5904,2022/3/9,Wednesday,516
5905,2022/3/10,Thursday,920
5906,2022/3/11,Friday,790
5907,2022/3/14,Monday,552
5908,2022/3/15,Tuesday,805
5909,2022/3/16,Wednesday,567
5910,2022/3/17,Thursday,798
5911,2022/3/18,Friday,529
5912,2022/3/21,Monday,133
5913,2022/3/22,Tuesday,428
5914,2022/3/23,Wednesday,28
5915,2022/3/24,Thursday,959
5916,2022/3/25,Friday,928
5917,2022/3/28,Monday,943
5918,2022/3/29,Tuesday,515
5919,2022/3/30,Wednesday,522
5920,2022/3/31,Thursday,733
5921,2022/4/1,Friday,194
5922,2022/4/4,Monday,60
5923,2022/4/5,Tuesday,106
5924,2022/4/6,Wednesday,922
5925,2022/4/7,Thursday,622
5926,2022/4/8,Friday,683
5927,2022/4/11,Monday,391
5928,2022/4/12,Tuesday,338
5929,2022/4/13,Wednesday,882
5930,2022/4/14,Thursday,859
5931,2022/4/15,Friday,451
5932,2022/4/18,Monday,950
5933,2022/4/19,Tuesday,124
5934,2022/4/20,Wednesday,162
5935,2022/4/21,Thursday,40
5936,2022/4/22,Friday,193
5937,2022/4/25,Monday,696
5938,2022/4/26,Tuesday,939
5939,2022/4/27,Wednesday,183
5940,2022/4/28,Thursday,621
5941,2022/4/29,Friday,226
5942,2022/5/2,Monday,468
5943,2022/5/3,Tuesday,985
5944,2022/5/4,Wednesday,394
5945,2022/5/5,Thursday,655
5946,2022/5/6,Friday,529
5947,2022/5/9,Monday,283
5948,2022/5/10,Tuesday,408
5949,2022/5/11,Wednesday,713
5950,2022/5/12,Thursday,264
5951,2022/5/13,Friday,612
5952,2022/5/16,Monday,981
5953,2022/5/17,Tuesday,150
5954,2022/5/18,Wednesday,7
5955,2022/5/19,Thursday,603
5956,2022/5/20,Friday,941
5957,2022/5/23,Monday,319
5958,2022/5/24,Tuesday,123
5959,2022/5/25,Wednesday,940
5960,2022/5/26,Thursday,544
5961,2022/5/27,Friday,431
5962,2022/5/30,Monday,250
5963,2022/5/31,Tuesday,790
5964,2022/6/1,Wednesday,30
5965,2022/6/2,Thursday,44
5966,2022/6/3,Friday,677
5967,2022/6/6,Monday,739
5968,2022/6/7,Monday,936
5969,2022/6/8,Tuesday,640
5970,2022/6/9,Wednesday,415
5971,2022/6/10,Thursday,274
5972,2022/6/13,Friday,272
5973,2022/6/14,Monday,753
5974,2022/6/15,Tuesday,492
5975,2022/6/16,Wednesday,597
5976,2022/6/17,Thursday,87
5977,2022/6/20,Friday,112
5978,2022/6/21,Monday,445
5979,2022/6/22,Tuesday,377
5980,2022/6/23,Wednesday,844
5981,2022/6/24,Thursday,959
5982,2022/6/27,Friday,953
5983,2022/6/28,Monday,98
5984,2022/6/29,Tuesday,483
5985,2022/6/30,Wednesday,134
5986,2022/7/1,Thursday,89
5987,2022/7/4,Friday,671
5988,2022/7/5,Monday,640
5989,2022/7/6,Tuesday,771
5990,2022/7/7,Wednesday,628
5991,2022/7/8,Thursday,641
5992,2022/7/11,Friday,606
5993,2022/7/12,Monday,43
5994,2022/7/13,Tuesday,689
5995,2022/7/14,Wednesday,949
5996,2022/7/15,Thursday,359
5997,2022/7/18,Friday,994
5998,2022/7/19,Monday,459
5999,2022/7/20,Tuesday,941
6000,2022/7/21,Wednesday,217
6001,2022/7/22,Thursday,414
6002,2022/7/25,Friday,370
6003,2022/7/26,Monday,208
6004,2022/7/27,Tuesday,47
6005,2022/7/28,Wednesday,691
6006,2022/7/29,Thursday,705
6007,2022/8/1,Friday,827
6008,2022/8/2,Monday,890
6009,2022/8/3,Tuesday,818
6010,2022/8/4,Wednesday,475
6011,2022/8/5,Thursday,509
6012,2022/8/8,Friday,546
6013,2022/8/9,Monday,498
6014,2022/8/10,Tuesday,257
6015,2022/8/11,Wednesday,802
6016,2022/8/12,Thursday,731
6017,2022/8/15,Friday,33
6018,2022/8/16,Monday,624
6019,2022/8/17,Tuesday,287
6020,2022/8/18,Wednesday,302
6021,2022/8/19,Thursday,462
6022,2022/8/22,Friday,849
6023,2022/8/23,Monday,48
6024,2022/8/24,Tuesday,877
6025,2022/8/25,Wednesday,252
6026,2022/8/26,Thursday,514
6027,2022/8/29,Friday,988
6028,2022/8/30,Monday,879
6029,2022/8/31,Tuesday,685
6030,2022/9/1,Wednesday,353
6031,2022/9/2,Thursday,347
6032,2022/9/5,Friday,591
6033,2022/9/6,Monday,114
6034,2022/9/7,Tuesday,892
6035,2022/9/8,Wednesday,20
6036,2022/9/9,Thursday,566
6037,2022/9/12,Friday,411
6038,2022/9/13,Monday,170
6039,2022/9/14,Tuesday,318
6040,2022/9/15,Wednesday,988
6041,2022/9/16,Thursday,979
6042,2022/9/19,Friday,445
6043,2022/9/20,Monday,232
6044,2022/9/21,Tuesday,281
6045,2022/9/22,Wednesday,595
6046,2022/9/23,Thursday,278
6047,2022/9/26,Friday,222
6048,2022/9/27,Monday,443
6049,2022/9/28,Tuesday,727
6050,2022/9/29,Wednesday,274
6051,2022/9/30,Thursday,125
6052,2022/10/3,Friday,394
6053,2022/10/4,Monday,9
6054,2022/10/5,Tuesday,146
6055,2022/10/6,Wednesday,432
6056,2022/10/7,Thursday,31
6057,2022/10/10,Friday,139
6058,2022/10/11,Monday,601
6059,2022/10/12,Tuesday,630
6060,2022/10/13,Wednesday,280
6061,2022/10/14,Thursday,595
6062,2022/10/17,Friday,763
6063,2022/10/18,Monday,809
6064,2022/10/19,Tuesday,2
6065,2022/10/20,Wednesday,804
6066,2022/10/21,Thursday,570
6067,2022/10/24,Friday,30
6068,2022/10/25,Monday,46
6069,2022/10/26,Tuesday,605
6070,2022/10/27,Wednesday,850
6071,2022/10/28,Thursday,849
6072,2022/10/31,Friday,986
6073,2022/11/1,Monday,281
6074,2022/11/2,Tuesday,746
6075,2022/11/3,Wednesday,65
6076,2022/11/4,Thursday,763
6077,2022/11/7,Friday,89
6078,2022/11/8,Monday,800
6079,2022/11/9,Tuesday,54
6080,2022/11/10,Wednesday,394
6081,2022/11/11,Thursday,754
6082,2022/11/14,Friday,659
6083,2022/11/15,Monday,641
6084,2022/11/16,Tuesday,824
6085,2022/11/17,Wednesday,930
6086,2022/11/18,Thursday,947
6087,2022/11/21,Friday,590
6088,2022/11/22,Monday,348
6089,2022/11/23,Tuesday,533
6090,2022/11/24,Wednesday,438
6091,2022/11/25,Thursday,424
6092,2022/11/28,Friday,754
6093,2022/11/29,Monday,386
6094,2022/11/30,Tuesday,589
6095,2022/12/1,Wednesday,978
6096,2022/12/2,Thursday,447
6097,2022/12/5,Friday,468
6098,2022/12/6,Monday,658
6099,2022/12/7,Tuesday,745
6100,2022/12/8,Wednesday,671
6101,2022/12/9,Thursday,742
6102,2022/12/12,Friday,636
6103,2022/12/13,Monday,638
6104,2022/12/14,Tuesday,799
6105,2022/12/15,Wednesday,613
6106,2022/12/16,Thursday,559
6107,2022/12/19,Friday,460
6108,2022/12/20,Monday,229
6109,2022/12/21,Tuesday,947
6110,2022/12/22,Wednesday,35
6111,2022/12/23,Thursday,329
6112,2022/12/26,Friday,857
6113,2022/12/27,Monday,929
6114,2022/12/28,Tuesday,958
6115,2022/12/29,Wednesday,194
6116,2022/12/30,Thursday,953
6117,2023/1/4,Wednesday,91
6118,2023/1/5,Thursday,433
6119,2023/1/6,Friday,185
6120,2023/1/9,Monday,661
6121,2023/1/10,Tuesday,203
6122,2023/1/11,Wednesday,204
6123,2023/1/12,Thursday,55
6124,2023/1/13,Friday,118
6125,2023/1/16,Monday,169
6126,2023/1/17,Tuesday,625
6127,2023/1/18,Wednesday,963
6128,2023/1/19,Thursday,611
6129,2023/1/20,Friday,630
6130,2023/1/23,Monday,606
6131,2023/1/24,Tuesday,167
6132,2023/1/25,Wednesday,252
6133,2023/1/26,Thursday,637
6134,2023/1/27,Friday,310
6135,2023/1/30,Monday,108
6136,2023/1/31,Tuesday,482
6137,2023/2/1,Wednesday,226
6138,2023/2/2,Thursday,596
6139,2023/2/3,Friday,566
6140,2023/2/6,Monday,514
6141,2023/2/7,Tuesday,168
6142,2023/2/8,Wednesday,716
6143,2023/2/9,Thursday,310
6144,2023/2/10,Friday,470
6145,2023/2/13,Monday,309
6146,2023/2/14,Tuesday,727
6147,2023/2/15,Wednesday,268
6148,2023/2/16,Thursday,657
6149,2023/2/17,Friday,986
6150,2023/2/20,Monday,800
6151,2023/2/21,Tuesday,520
6152,2023/2/22,Wednesday,460
6153,2023/2/23,Thursday,909
6154,2023/2/24,Friday,432
6155,2023/2/27,Monday,424
6156,2023/2/28,Tuesday,715
6157,2023/3/1,Wednesday,989
6158,2023/3/2,Thursday,474
6159,2023/3/3,Friday,609
6160,2023/3/6,Monday,145
6161,2023/3/7,Tuesday,276
6162,2023/3/8,Wednesday,175
6163,2023/3/9,Thursday,92
6164,2023/3/10,Friday,429
6165,2023/3/13,Monday,674
6166,2023/3/14,Tuesday,144
6167,2023/3/15,Wednesday,134
6168,2023/3/16,Thursday,232
6169,2023/3/17,Friday,161
6170,2023/3/20,Monday,675
6171,2023/3/21,Tuesday,337
6172,2023/3/22,Wednesday,928
6173,2023/3/23,Thursday,325
6174,2023/3/24,Friday,484
6175,2023/3/27,Monday,321
6176,2023/3/28,Tuesday,137
6177,2023/3/29,Wednesday,320
6178,2023/3/30,Thursday,839
6179,2023/3/31,Friday,694
6180,2023/4/3,Monday,9
6181,2023/4/4,Tuesday,911
6182,2023/4/5,Wednesday,644
6183,2023/4/6,Thursday,258
6184,2023/4/7,Friday,278
6185,2023/4/10,Monday,847
6186,2023/4/11,Tuesday,600
6187,2023/4/12,Wednesday,890
6188,2023/4/13,Thursday,101
6189,2023/4/14,Friday,543
6190,2023/4/17,Monday,72
6191,2023/4/18,Tuesday,188
6192,2023/4/19,Wednesday,733
6193,2023/4/20,Thursday,423
6194,2023/4/21,Friday,962
6195,2023/4/24,Monday,178
6196,2023/4/25,Tuesday,273
6197,2023/4/26,Wednesday,799
6198,2023/4/27,Thursday,958
6199,2023/4/28,Friday,953
6200,2023/5/1,Monday,237
6201,2023/5/2,Tuesday,372
6202,2023/5/3,Wednesday,828
6203,2023/5/4,Thursday,19
6204,2023/5/5,Friday,788
